Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
,2016-2019年度北京市“星创天地”名单,,,,
,（63家）,,,,
,序号,年度,“星创天地”名称,单位名称,备注
,1,2016,农科汇星创天地,北京通州国际种业科技有限公司,国家级
,2,2016,小汤山农业园星创天地,北京市昌平区小汤山现代农业科技示范园管理中心,国家级
,3,2016,悠上星创天地,北京建设大学,国家级
,4,2016,智慧农业星创天地,北京农业信息技术研究中心,国家级
,5,2016,都市农职星创天地,北京农业职业学院,国家级
,6,2016,农业梦星创天地,北京大北农科技集团股份有限公司,国家级
,7,2016,航天新农星创天地,神舟绿鹏农业科技有限公司,国家级
,8,2016,智能农装星创天地,北京市农业机械研究所,国家级
,9,2017,花仙子万花园星创天地,北京花儿朵朵花仙子农业有限公司,国家级
,10,2017,北京农科孵化星创天地,农芯科技（北京）有限责任公司、北京农业智能装备技术研究中心、北京市星火科技培训中心,国家级
,11,2017,青源农业星创天地,北京德青源农业科技股份有限公司,国家级
,12,2017,黄芩仙谷星创天地,北京瓷茗缘文化发展有限公司,国家级
,13,2017,天安兴农星创天地,北京天安农业发展有限公司,国家级
,14,2017,智慧蛋鸡星创天地,北京市华都峪口禽业有限责任公司,国家级
,15,2017,花融天下星创天地,北京鲜花港投资发展中心,国家级
,16,2017,未来食尚星创天地,北京凯达恒业农业技术开发有限公司,国家级
,17,2017,首佳利华农业大健康星创天地,北京首佳利华生物科技服务有限公司,国家级
,18,2017,中农芽谷星创天地,北京绿山谷芽菜有限责任公司,国家级
,19,2017,益惠农星创天地,北京大伟嘉生物技术股份有限公司,国家级
,20,2017,天葡庄园星创天地,北京利农富民葡萄种植专业合作社,国家级
,21,2017,顺科·星创天地,北京顺鑫农科种业科技有限公司,国家级
,22,2017,京科惠农星创天地,北京市农林科学院,国家级
,23,2017,北京乐平农业创意产业园星创天地,北京庞各庄乐平农产品产销有限公司,国家级
,24,2017,密农人家星创天地,北京密农人家农业科技有限公司,国家级
,25,2017,春播农人梦星创天地,北京春播科技有限公司,国家级
,26,2017,分享收获星创天地,分享收获（北京）农业发展有限公司,国家级
,27,2017,中关村创客小镇星创天地,斯凯兰德生态环保园,国家级
,28,2018,美好生活星创天地,北京嘉和一品企业管理有限公司,国家级
,29,2018,派得伟业星创天地,北京派得伟业科技发展有限公司,国家级
,30,2018,智灌农夫星创天地,中农昊泽智慧灌溉科技有限公司,国家级
,31,2018,密隆家盈星创天地,北京密隆国际农业科技有限公司,国家级
,32,2018,花彤蜂蜜星创天地,北京奥金达蜂产品专业合作社,国家级
,33,2018,云梦园星创天地,北京云梦园科技有限公司,国家级
,34,2018,量子生物农业星创天地,中关村量子生物农业产业技术创新战略联盟,国家级
,35,2018,园林科创星创天地,北京市园林科学研究院,国家级
,36,2018,融青生态农业星创天地,北京融青生态农业有限公司,国家级
,37,2018,华林蜂业星创天地,北京市蜂业公司,国家级
,38,2018,植物微生态星创天地,中农绿康（北京）生物技术有限公司,国家级
,39,2018,金福农星创天地,北京金福腾科技有限公司,国家级
,40,2018,志广富庶智慧新零售星创天地,北京志广富庶农产品有限公司,国家级
,41,2018,净菜鲜丰星创天地,北京康安利丰农业有限公司,国家级
,42,2018,垂直孵化星创天地,北京农学院,国家级
,43,2018,香豆豆星创天地,北京香豆豆食品有限公司,国家级
,44,2018,粮养天下星创天地,中粮营养健康研究院有限公司,国家级
,45,2018,农心匠人星创天地,北京立征春雨农业专业合作社,国家级
,46,2018,富通园艺星创天地,北京中农富通园艺有限公司,国家级
,47,2019,农信通三农服务星创天地,北京农信通科技有限责任公司,
,48,2019,功能食品创制星创天地,中国食品发酵工业研究院有限公司,
,49,2019,中农机星创天地,中国农业机械化科学研究院,
,50,2019,北菜园有机农业星创天地,北京北菜园农业科技发展有限公司,
,51,2019,沱沱工社星创天地,北京槐香现代农业科技有限公司,
,52,2019,蜜蜂大世界星创天地,北京京纯养蜂专业合作社  ,
,53,2019,生态涵养星创天地,北京市门头沟区科技开发实验基地,
,54,2019,北京爱农星创天地,北京爱农基业科技发展有限公司,
,55,2019,京科智宝星创天地,京科智宝（北京）农业科技有限公司,
,56,2019,华海田园星创天地,北京华海田园农业科技有限公司,
,57,2019,鑫桃源综合服务体星创天地,北京鑫桃源商贸有限公司,
,58,2019,顺农星创天地,北京市顺义区农学会,
,59,2019,荣涛豌豆星创天地,北京荣涛豌豆产销专业合作社,
