1876,北京市怀柔区应急管理局,北京宏顺盛家商贸有限责任公司,91110116MA01E3WN4K,（京怀）应急罚【2022】执法017号,2022/11/07,是,"否
",,,,2023-01-10
1877,北京市怀柔区应急管理局,北京百园庆运输服务有限公司,91110116MA009BM14N,（京怀）应急罚【2022】执法018号,2022/11/07,是,"否
",,,,2023-01-10
1878,怀柔区应急管理局,北京市龙禹中怀加油站,911101161025877548,（京怀）应急罚【2023】危化1号,2023/03/24,是,"否
",,,,2023-05-04
1879,北京市怀柔区应急管理局,北京利邦文化服务有限公司,91110112MA01HEYN3Q,（京怀）应急罚【2023】执法004号,2023/4/25,是,"否
",,,,2023-05-24
1880,北京市怀柔区应急管理局,北京恒燕煤制品有限公司,911101161025846765,（京怀）应急罚【2023】执法005号,2023/5/11,是,"否
",,,,2023-05-24
1881,北京市怀柔区应急管理局,北京隆辰嘉业建筑工程有限公司,91110114MA7MPK4L81,（京怀）应急罚【2023】执法008号,2023/8/4,是,"否
",,,,2023-10-07
1882,北京市怀柔区应急管理局,北京大广建筑有限公司,911101145844299427,（京怀）应急罚【2023】执法015号,2023/8/4,是,"否
",,,,2023-10-07
1883,北京市怀柔区应急管理局,北京鑫城发汽修有限责任公司,91110116721484949U,（京怀）应急罚〔2023〕执法001号,2023/3/20,是,"否
",,,,2023-06-09
1884,北京市怀柔区应急管理局,北京华源众诚汽车销售服务有限公司,91110116MA018CQ93Y,（京怀）应急罚〔2023〕执法002号,2023/3/15,是,"否
",,,,2023-06-09
1885,北京市怀柔区应急管理局,北京广振泰克汽车部件有限公司,91110116MA7DQ78R4R,（京怀）应急罚〔2023〕执法003号,2023/3/21,是,"否
",,,,2023-06-09
1886,北京市怀柔区应急管理局,北京欢乐牧场餐饮管理有限公司,92110116MA01PAEQ38,（京怀）应急罚〔2023〕执法006号,2023/5/16,是,"否
",,,,2023-06-30
1887,北京市怀柔区应急管理局,北京丰达汽车部件有限公司,91110116565821615U,（京怀）应急罚〔2023〕执法007号,2023/6/16,是,"否
",,,,2023-06-30
1888,北京市怀柔区应急管理局,北京佳意顺成工贸有限公司,91110116739377383A,（京怀）应急罚〔2023〕执法009号,2023/6/8,是,"否
",,加罚一千八,,2023-06-30
1889,北京市怀柔区应急管理局,北京燕南富润汽车零部件有限公司,911101161025991148,（京怀）应急罚〔2023〕执法010-1号,2023/6/25,是,"否
",,,,2023-07-28
1890,北京市怀柔区应急管理局,北京协力建筑工程有限公司,911101161026167703,（京怀）应急罚〔2023〕执法011号,2023/6/14,是,"否
",,,,2023-06-30
1891,北京市怀柔区应急管理局,河北盛邦精密模具制造有限公司,91131181MA0E438Y9N,（京怀）应急罚〔2023〕执法012号,2023/6/16,是,"否
",,,,2023-06-30
1892,北京市怀柔区应急管理局,北京众信人和人力资源管理有限公司,91110116MA01C95P4X,（京怀）应急罚〔2023〕执法013号,2023/6/20,是,"是
",,,,2023-06-30
1893,北京市怀柔区应急管理局,北京华杰伟世仓储服务部,92110116MA0114YK4B,（京怀）应急罚〔2023〕执法014号,2023/7/17,是,"否
",,,,2023-07-28
1894,北京市怀柔区应急管理局,北京军皓建筑工程有限公司,91110116MA004XEC6U,（京怀）应急罚〔2023〕执法016号,2023/9/12,是,"是
",,,,2023-09-12
